Id,SalePrice
1673,281487.7
1674,252809.19
1675,174272.42
1676,193435.52
1677,223986.31
1678,434005.9
1679,371846.0
1680,343063.25
1681,283844.62
1682,307082.88
1683,179405.86
1684,169872.48
1685,168386.19
1686,168219.89
1687,164033.3
1688,191559.97
1689,195707.66
1690,185602.08
1691,179118.06
1692,277487.8
1693,164577.45
1694,180849.3
1695,165821.88
1696,238043.94
1697,171102.8
1698,338068.28
1699,305881.7
1700,244800.39
1701,277300.38
1702,252590.31
1703,266752.44
1704,313227.53
1705,229847.75
1706,463024.47
1707,229640.81
1708,223275.81
1709,299239.38
1710,231306.56
1711,250787.9
1712,212925.47
1713,222866.75
1714,213464.3
1715,205674.11
1716,179500.61
1717,170105.88
1718,131054.33
1719,195096.48
1720,266142.78
1721,148978.39
1722,132124.56
1723,152336.05
1724,214439.67
1725,231920.72
1726,205136.05
1727,156746.19
1728,183188.11
1729,169715.42
1730,149171.16
1731,131228.62
1732,133272.17
1733,114109.23
1734,132103.62
1735,139461.03
1736,120132.484
1737,336331.75
1738,206806.69
1739,381448.6
1740,217251.61
1741,174595.31
1742,173815.66
1743,166749.52
1744,285733.97
1745,213443.88
1746,218962.86
1747,203258.39
1748,226460.7
1749,157977.92
1750,127563.75
1751,219338.66
1752,125726.766
1753,153751.11
1754,211998.78
1755,164466.55
1756,107845.664
1757,122041.44
1758,142776.34
1759,161771.52
1760,154150.84
1761,135785.14
1762,174801.89
1763,163518.45
1764,114174.74
1765,154109.12
1766,169028.03
1767,205724.17
1768,135040.95
1769,151342.3
1770,167904.25
1771,126890.56
1772,134879.28
1773,134204.08
1774,129756.0
1775,132465.02
1776,129347.484
1777,126111.305
1778,136855.94
1779,120692.7
1780,181723.42
1781,133057.39
1782,95281.58
1783,139609.94
1784,99279.305
1785,113784.28
1786,149430.22
1787,169822.78
1788,57470.41
1789,97020.56
1790,93202.99
1791,217676.16
1792,158657.72
1793,131913.05
1794,148899.67
1795,136915.38
1796,119098.15
1797,103555.71
1798,122203.92
1799,120777.01
1800,123041.86
1801,136042.05
1802,156418.83
1803,145880.34
1804,142436.16
1805,133996.3
1806,116816.45
1807,129455.0
1808,124561.67
1809,117157.875
1810,145152.92
1811,95958.836
1812,103227.4
1813,107553.766
1814,94850.84
1815,58197.22
1816,102420.52
1817,113534.945
1818,157964.6
1819,117195.59
1820,73143.22
1821,120912.695
1822,122740.16
1823,63406.57
1824,179458.31
1825,135502.39
1826,106543.06
1827,103690.19
1828,128160.3
1829,112279.75
1830,133098.75
1831,141856.19
1832,85509.555
1833,123941.53
1834,125064.086
1835,167604.39
1836,106600.695
1837,92609.29
1838,115370.13
1839,91649.1
1840,174800.27
1841,137935.81
1842,84547.78
1843,132325.86
1844,128825.13
1845,150907.16
1846,143975.31
1847,172815.66
1848,55691.312
1849,129416.98
1850,119282.266
1851,171961.42
1852,133099.61
1853,126614.73
1854,158097.52
1855,141483.11
1856,228348.83
1857,139464.61
1858,125660.95
1859,118810.61
1860,127144.76
1861,119109.5
1862,310263.72
1863,317453.66
1864,317453.66
1865,321628.62
1866,348242.5
1867,254639.78
1868,241737.84
1869,199522.75
1870,226340.3
1871,249163.58
1872,161753.72
1873,240410.58
1874,152579.14
1875,212025.23
1876,177075.86
1877,218409.73
1878,197866.33
1879,126700.16
1880,146942.95
1881,218822.11
1882,267919.38
1883,201389.05
1884,213159.52
1885,268533.78
1886,235139.98
1887,212558.78
1888,252009.81
1889,166930.4
1890,132037.84
1891,131155.7
1892,97634.22
1893,140785.7
1894,131479.2
1895,141624.03
1896,121545.28
1897,102293.7
1898,110860.66
1899,125629.18
1900,149286.23
1901,172638.58
1902,135237.97
1903,216316.3
1904,135719.67
1905,188277.72
1906,189467.05
1907,223347.83
1908,116775.37
1909,129039.43
1910,125266.79
1911,187515.14
1912,250070.2
1913,148449.94
1914,62472.87
1915,249602.55
1916,67610.8
1917,255804.84
1918,136559.58
1919,173621.7
1920,155540.5
1921,451775.78
1922,329389.03
1923,222978.89
1924,223511.45
1925,226387.58
1926,399667.9
1927,136054.22
1928,149329.31
1929,127362.47
1930,114842.055
1931,138928.28
1932,133607.39
1933,173089.34
1934,175560.97
1935,175297.2
1936,179338.72
1937,184145.73
1938,168109.12
1939,240417.42
1940,177303.0
1941,174265.1
1942,199182.72
1943,192953.7
1944,313227.7
1945,377325.53
1946,164338.36
1947,325161.34
1948,172944.19
1949,225570.42
1950,175681.17
1951,276463.56
1952,227147.39
1953,174127.17
1954,191734.62
1955,130846.945
1956,337892.25
1957,158433.3
1958,295658.84
1959,142728.73
1960,116821.71
1961,129736.14
1962,94012.375
1963,106280.914
1964,113766.36
1965,148379.84
1966,155323.17
1967,289893.47
1968,432331.16
1969,402440.16
1970,465619.12
1971,507129.94
1972,402394.78
1973,266149.8
1974,311669.12
1975,414302.06
1976,280838.75
1977,332360.1
1978,352738.34
1979,300868.03
1980,195692.52
1981,324863.84
1982,251360.0
1983,231390.94
1984,158998.78
1985,211447.47
1986,203244.0
1987,187571.83
1988,169140.02
1989,185986.4
1990,220163.45
1991,249630.44
1992,208299.67
1993,166840.17
1994,246170.28
1995,178200.14
1996,245473.86
1997,321381.47
1998,300747.3
1999,252374.66
2000,305267.88
2001,273488.1
2002,218868.67
2003,252900.55
2004,278193.94
2005,234055.4
2006,244381.89
2007,263179.3
2008,209046.78
2009,197111.05
2010,184395.11
2011,143295.72
2012,195250.88
2013,186033.4
2014,184487.67
2015,199910.72
2016,202494.97
2017,197095.42
2018,103841.75
2019,138018.34
2020,107668.86
2021,112681.484
2022,179447.23
2023,141167.48
2024,224287.47
2025,408778.6
2026,180393.45
2027,149544.14
2028,162784.78
2029,172897.16
2030,316253.34
2031,279188.12
2032,314601.53
2033,304115.78
2034,160206.28
2035,207887.28
2036,184428.52
2037,190848.64
2038,265096.97
2039,207638.62
2040,369272.7
2041,278375.34
2042,180260.6
2043,164993.36
2044,143726.58
2045,201952.67
2046,148452.75
2047,154899.86
2048,136786.19
2049,138185.42
2050,172182.03
2051,99980.13
2052,128567.914
2053,145501.88
2054,86849.45
2055,172668.53
2056,143627.38
2057,116909.65
2058,219408.31
2059,124341.445
2060,173203.88
2061,173154.97
2062,129910.63
2063,113694.18
2064,145785.25
2065,133813.5
2066,175844.27
2067,109051.78
2068,140267.5
2069,83468.84
2070,116717.27
2071,100661.555
2072,148764.8
2073,138376.53
2074,169643.88
2075,149345.92
2076,110619.016
2077,148272.7
2078,127807.99
2079,132427.14
2080,125842.85
2081,115683.11
2082,116388.664
2083,148065.11
2084,117448.63
2085,121114.29
2086,154878.11
2087,121082.83
2088,111451.336
2089,84197.6
2090,127037.625
2091,120994.38
2092,122487.71
2093,126178.61
2094,138138.06
2095,128811.01
2096,83159.74
2097,93209.78
2098,143177.1
2099,61095.586
2100,102643.72
2101,123842.555
2102,144314.48
2103,112183.29
2104,140544.58
2105,123639.5
2106,72764.73
2107,242976.58
2108,119599.0
2109,117122.1
2110,127955.234
2111,171978.98
2112,135238.31
2113,107572.15
2114,109174.875
2115,130140.99
2116,122410.49
2117,142430.56
2118,121725.734
2119,108653.99
2120,119703.695
2121,87972.734
2122,121366.69
2123,77539.59
2124,199301.22
2125,107197.16
2126,195246.23
2127,130989.3
2128,129712.43
2129,93110.086
2130,139762.38
2131,128608.83
2132,117634.195
2133,120389.24
2134,131811.34
2135,102246.63
2136,79430.24
2137,122856.19
2138,138418.56
2139,159331.72
2140,144727.53
2141,134453.78
2142,125023.266
2143,147023.55
2144,102449.6
2145,131188.44
2146,168753.88
2147,144070.8
2148,118085.445
2149,139104.92
2150,228388.12
2151,129086.42
2152,195799.7
2153,181134.39
2154,107923.14
2155,122724.414
2156,234369.75
2157,222777.66
2158,255914.19
2159,219854.23
2160,178124.06
2161,260416.48
2162,390876.34
2163,341579.3
2164,254669.78
2165,201849.69
2166,158513.6
2167,210868.89
2168,204998.92
2169,196490.56
2170,210639.7
2171,143489.06
2172,138987.12
2173,171908.34
2174,258094.92
2175,307879.3
2176,282024.66
2177,253821.83
2178,208297.97
2179,141291.03
2180,220480.61
2181,192872.62
2182,213694.22
2183,192489.97
2184,128692.23
2185,125839.2
2186,147859.69
2187,154543.83
2188,171157.77
2189,192085.14
2190,102149.98
2191,104529.42
2192,90402.17
2193,101382.53
2194,105221.414
2195,112949.8
2196,101352.56
2197,105132.87
2198,161238.69
2199,157323.98
2200,162005.62
2201,128719.586
2202,211612.56
2203,167383.94
2204,184600.88
2205,112766.664
2206,136994.89
2207,233512.0
2208,246224.33
2209,220063.7
2210,119606.96
2211,123396.54
2212,103400.47
2213,118311.04
2214,127310.695
2215,108379.58
2216,132013.12
2217,72587.125
2218,72094.08
2219,62957.19
2220,80724.47
2221,244834.66
2222,240715.36
2223,281119.34
2224,211812.17
2225,126392.02
2226,165446.44
2227,194810.0
2228,305141.44
2229,267528.66
2230,169814.9
2231,224987.56
2232,181481.6
2233,177539.86
2234,267352.06
2235,204941.27
2236,276626.06
2237,343500.7
2238,176191.34
2239,119998.81
2240,162376.62
2241,148985.31
2242,129668.72
2243,127633.72
2244,93759.5
2245,92484.85
2246,145625.02
2247,99423.41
2248,125472.35
2249,121272.41
2250,139358.31
2251,127731.97
2252,167089.72
2253,158753.69
2254,183199.27
2255,178419.06
2256,177403.58
2257,205325.0
2258,170979.8
2259,182278.02
2260,143234.3
2261,181643.27
2262,193308.12
2263,305162.22
2264,433881.53
2265,173419.75
2266,299837.78
2267,341222.28
2268,389753.16
2269,142391.3
2270,194902.08
2271,210937.14
2272,198052.53
2273,168104.1
2274,172900.02
2275,172257.56
2276,191725.81
2277,173229.27
2278,133710.92
2279,124268.38
2280,133938.67
2281,161693.55
2282,177858.3
2283,105406.15
2284,107488.07
2285,155243.4
2286,133380.9
2287,355252.78
2288,266026.1
2289,404728.84
2290,462404.9
2291,297460.38
2292,406910.66
2293,479866.97
2294,442411.06
2295,434263.2
2296,322674.4
2297,316079.8
2298,311603.7
2299,361571.62
2300,322251.28
2301,263926.3
2302,225124.03
2303,248189.52
2304,246427.77
2305,175552.27
2306,171143.84
2307,187644.84
2308,217920.34
2309,298625.56
2310,229627.06
2311,199318.14
2312,188853.08
2313,171771.19
2314,180553.12
2315,179759.44
2316,173047.84
2317,195099.81
2318,178696.03
2319,174509.98
2320,190839.47
2321,262544.94
2322,179475.67
2323,195922.94
2324,180101.75
2325,215268.64
2326,165499.4
2327,207248.1
2328,225076.78
2329,178903.95
2330,173602.16
2331,349468.84
2332,455219.7
2333,299911.9
2334,275641.5
2335,265752.47
2336,343224.53
2337,226797.16
2338,281793.44
2339,205864.7
2340,395119.8
2341,208065.08
2342,236685.89
2343,221558.38
2344,221767.88
2345,234732.05
2346,227554.69
2347,214504.27
2348,229079.64
2349,193655.53
2350,265251.72
2351,267543.97
2352,259440.97
2353,272851.7
2354,148331.08
2355,160968.6
2356,148564.17
2357,209615.33
2358,193109.45
2359,119232.125
2360,119268.5
2361,144252.58
2362,279142.66
2363,144994.42
2364,154682.94
2365,235040.39
2366,200479.23
2367,214180.77
2368,211154.72
2369,212771.28
2370,173096.95
2371,171732.1
2372,181453.47
2373,258669.17
2374,263645.47
2375,270598.97
2376,264790.06
2377,351323.5
2378,153863.28
2379,205352.53
2380,152198.61
2381,153030.17
2382,191482.66
2383,208433.98
2384,245052.0
2385,163100.78
2386,133083.36
2387,135254.16
2388,114385.8
2389,115011.68
2390,138702.81
2391,132562.86
2392,111711.96
2393,173628.81
2394,142606.38
2395,208407.84
2396,147040.66
2397,199217.86
2398,135046.52
2399,65268.055
2400,71322.055
2401,116231.99
2402,139479.66
2403,126283.266
2404,147617.16
2405,164000.27
2406,147114.08
2407,133157.62
2408,138840.31
2409,130016.49
2410,159844.88
2411,125697.52
2412,146867.36
2413,130259.32
2414,134290.31
2415,139386.97
2416,133238.6
2417,130879.14
2418,133787.78
2419,118517.67
2420,117622.42
2421,150871.34
2422,112175.47
2423,140391.34
2424,131511.73
2425,307519.78
2426,119343.29
2427,150010.64
2428,182271.45
2429,120533.555
2430,137398.8
2431,125843.12
2432,138535.61
2433,140793.11
2434,129460.56
2435,150919.66
2436,111052.625
2437,108496.43
2438,110446.79
2439,119241.95
2440,125667.0
2441,97133.1
2442,90521.234
2443,116065.1
2444,129675.24
2445,90480.69
2446,114725.04
2447,212861.83
2448,141311.53
2449,115384.3
2450,147826.53
2451,104641.18
2452,225334.44
2453,98728.305
2454,121928.97
2455,111694.4
2456,144835.17
2457,132208.3
2458,108925.02
2459,117382.54
2460,120302.57
2461,123348.766
2462,141327.39
2463,130328.43
2464,185966.36
2465,138720.4
2466,119121.05
2467,151294.55
2468,78000.54
2469,60149.176
2470,166717.98
2471,188951.95
2472,121764.39
2473,111524.19
2474,88071.5
2475,209768.34
2476,97297.76
2477,127000.11
2478,166829.1
2479,81004.74
2480,138786.86
2481,117563.91
2482,121558.49
2483,111256.32
2484,134874.31
2485,130044.305
2486,149255.33
2487,206773.4
2488,157535.42
2489,150557.34
2490,151870.75
2491,99401.83
2492,181291.02
2493,150390.2
2494,181107.61
2495,111307.05
2496,244292.28
2497,151524.02
2498,110043.22
2499,96469.195
2500,127175.95
2501,144264.11
2502,167901.86
2503,93255.414
2504,191296.62
2505,240980.11
2506,275857.88
2507,343202.47
2508,281044.62
2509,211432.31
2510,242992.94
2511,181056.58
2512,204017.47
2513,218800.47
2514,231859.5
2515,147044.47
2516,159910.36
2517,137173.86
2518,145634.47
2519,221303.47
2520,196088.31
2521,195041.34
2522,219655.94
2523,130634.26
2524,140770.42
2525,150550.98
2526,130959.28
2527,104063.03
2528,133280.7
2529,132406.48
2530,111968.27
2531,225143.94
2532,223787.48
2533,190675.08
2534,239640.53
2535,326811.2
2536,240650.95
2537,227728.27
2538,182725.22
2539,194659.75
2540,175668.12
2541,181598.5
2542,156803.81
2543,127479.42
2544,129592.0
2545,130226.516
2546,143569.95
2547,137776.36
2548,133406.67
2549,167662.06
2550,566967.94
2551,137223.48
2552,134287.62
2553,107453.63
2554,121175.875
2555,122379.695
2556,92830.53
2557,109513.79
2558,125619.11
2559,123169.234
2560,132495.4
2561,124472.266
2562,158891.86
2563,175880.25
2564,182631.81
2565,138049.58
2566,158281.28
2567,114001.21
2568,189187.97
2569,197895.81
2570,116981.47
2571,186076.02
2572,176131.89
2573,206452.75
2574,260756.81
2575,122087.22
2576,112266.52
2577,157377.34
2578,102935.83
2579,71464.42
2580,152417.17
2581,115612.43
2582,117603.78
2583,253070.12
2584,194701.48
2585,159435.6
2586,179687.36
2587,193167.31
2588,150705.64
2589,156061.98
2590,217909.77
2591,221551.44
2592,205441.95
2593,246851.78
2594,187094.4
2595,189457.64
2596,328034.0
2597,171747.56
2598,270347.56
2599,302306.88
2600,187589.9
2601,140143.42
2602,81359.04
2603,89594.39
2604,83663.555
2605,83457.43
2606,152290.03
2607,190346.36
2608,213990.33
2609,168534.11
2610,122437.16
2611,121768.97
2612,155855.03
2613,127101.15
2614,132008.92
2615,160616.19
2616,128198.34
2617,206688.92
2618,175749.56
2619,182617.98
2620,180795.36
2621,175812.2
2622,184126.89
2623,257327.42
2624,300289.38
2625,254291.88
2626,162576.67
2627,180656.0
2628,419470.9
2629,563594.8
2630,358720.72
2631,472411.53
2632,427597.34
2633,300747.3
2634,372840.62
2635,159341.38
2636,169993.39
2637,154232.86
2638,282658.0
2639,176675.12
2640,159966.72
2641,104387.67
2642,189558.02
2643,106825.15
2644,118074.42
2645,99025.016
2646,96559.38
2647,96326.83
2648,140036.98
2649,157154.73
2650,158828.22
2651,147145.58
2652,481024.12
2653,254407.16
2654,232401.14
2655,378890.22
2656,341025.94
2657,345020.6
2658,335147.9
2659,314506.56
2660,332426.28
2661,345304.94
2662,334807.12
2663,282225.4
2664,296744.8
2665,325458.88
2666,302416.03
2667,165602.95
2668,180102.7
2669,162877.66
2670,287610.78
2671,178489.0
2672,187960.14
2673,209498.66
2674,203783.78
2675,167844.4
2676,190561.16
2677,189203.64
2678,236241.72
2679,290433.75
2680,278858.3
2681,464270.28
2682,345993.22
2683,575182.75
2684,318359.72
2685,364828.16
2686,269299.94
2687,286402.4
2688,203031.17
2689,215703.83
2690,519959.06
2691,201762.89
2692,140781.5
2693,180829.67
2694,137934.69
2695,192964.64
2696,194198.03
2697,190666.75
2698,205196.4
2699,170662.34
2700,159603.55
2701,148527.9
2702,110751.016
2703,141535.28
2704,135430.61
2705,124325.06
2706,121803.19
2707,133862.88
2708,135516.06
2709,131199.94
2710,129126.086
2711,297371.75
2712,401745.44
2713,157492.92
2714,148891.6
2715,172715.23
2716,156642.83
2717,187754.19
2718,255707.34
2719,160351.55
2720,161880.28
2721,145371.56
2722,140610.95
2723,160126.25
2724,128286.46
2725,129190.78
2726,145940.6
2727,198616.05
2728,179749.73
2729,165025.11
2730,144870.67
2731,129317.49
2732,130231.43
2733,160398.19
2734,154808.14
2735,141971.7
2736,149234.44
2737,132606.27
2738,138116.05
2739,159185.31
2740,137505.12
2741,141949.1
2742,156948.7
2743,153196.45
2744,166668.61
2745,137537.89
2746,141253.5
2747,163768.34
2748,127989.555
2749,118263.21
2750,135814.72
2751,136714.27
2752,204403.3
2753,142695.55
2754,257779.81
2755,129876.46
2756,112793.96
2757,86706.38
2758,82012.87
2759,173791.44
2760,148072.81
2761,150272.81
2762,143162.1
2763,173543.1
2764,174931.8
2765,276624.22
2766,173712.36
2767,100425.85
2768,121895.24
2769,114233.47
2770,139631.56
2771,122535.914
2772,124376.33
2773,159435.03
2774,135015.81
2775,91710.85
2776,138830.67
2777,159965.98
2778,114418.05
2779,127082.07
2780,102070.63
2781,104207.89
2782,96722.836
2783,106877.85
2784,128781.03
2785,144453.28
2786,83509.66
2787,122201.32
2788,81404.836
2789,226644.94
2790,71570.82
2791,119373.89
2792,45594.305
2793,221059.2
2794,110859.1
2795,125254.81
2796,105008.086
2797,203045.08
2798,105372.445
2799,132430.28
2800,75229.05
2801,104712.72
2802,132948.72
2803,161776.2
2804,138216.56
2805,94467.055
2806,88264.53
2807,151887.6
2808,156089.27
2809,133416.58
2810,132287.89
2811,173294.36
2812,156570.25
2813,151550.84
2814,152582.72
2815,99138.35
2816,227612.7
2817,132257.5
2818,119292.08
2819,168317.95
2820,142524.75
2821,116270.164
2822,183651.08
2823,351743.2
2824,197688.33
2825,140844.94
2826,138460.83
2827,141369.34
2828,199912.11
2829,208439.17
2830,226784.05
2831,176294.39
2832,223058.73
2833,270066.0
2834,205097.61
2835,218927.92
2836,193946.66
2837,138077.8
2838,138692.62
2839,181882.4
2840,185283.77
2841,199501.08
2842,208718.39
2843,153042.22
2844,174211.25
2845,129140.305
2846,204553.58
2847,189972.73
2848,206770.47
2849,205339.62
2850,289785.38
2851,246897.16
2852,202535.02
2853,242730.02
2854,140252.94
2855,203266.97
2856,204319.08
2857,190765.48
2858,192769.1
2859,140662.22
2860,123558.08
2861,97567.055
2862,189771.22
2863,125682.14
2864,265264.16
2865,131462.19
2866,134075.67
2867,95800.74
2868,120646.74
2869,125071.484
2870,160178.7
2871,125181.79
2872,55416.5
2873,104922.48
2874,134442.95
2875,110305.984
2876,159971.25
2877,150146.19
2878,181160.17
2879,117490.05
2880,94926.92
2881,149855.64
2882,168184.34
2883,172727.38
2884,175346.02
2885,213881.66
2886,201110.1
2887,101273.79
2888,127319.34
2889,70041.0
2890,93142.305
2891,143831.42
2892,64872.727
2893,118779.79
2894,61690.883
2895,252535.45
2896,243401.69
2897,212626.98
2898,150616.58
2899,210027.77
2900,168547.69
2901,216981.23
2902,190572.75
2903,330361.12
2904,364147.56
2905,114233.086
2906,201738.95
2907,122133.07
2908,134718.47
2909,136332.69
2910,78938.4
2911,82193.64
2912,148712.52
2913,85322.65
2914,80600.05
2915,84505.09
2916,81044.88
2917,137626.3
2918,118080.2
2919,218463.47
